cause,category_cause,effect,category_effect,relationship,frequency,num_papers,main_confidence,sample_evidence
automated system,data,largest dataset,data,enables,1,1,high,"create the largest dataset of its kind to date, comprising 270K image-text-mask triplets"
public dataset,data,task-specific knowledge,model,requires,1,1,high,"based on this data foundation, we further propose a task unification paradigm"
task unification,model,SAM,model,generates,1,1,high,"we present RemoteSAM, a foundation model that establishes new SoTA"
SAM,model,higher efficiency,outcome,improves,1,1,high,outperforming other foundation models with significantly higher efficiency
YOPO-Sim,data,synthetic data,data,generates,1,1,high,simulator can generate randomized forest environments and export depth images
terrain traversability analysis,model,expert trajectories,data,generates,1,1,high,"TTA processes cost maps, generating expert trajectories"
YOPO-Rally,model,real-world application,adaptation,transfers_to,1,1,high,deployed directly into the real-world without fine-tuning
behavior cloning,model,YOPO-Rally,model,adapts,1,1,high,The planner is trained by behavior cloning in the simulator
real-world sensor observations,data,simulated data,data,requires,1,1,high,measuring the difference between real and simulated data
multi-granularity knowledge distillation strategy (MKD),model,learning scene information,adaptation,guides,1,1,high,encourages the student network to absorb knowledge from both the teacher model and pretrained Depth Anything V2
optimization method,model,more precise depth estimation,outcome,improves,1,1,high,"encourages the network to focus on uncertain regions through differential ranking, leading to a more precise depth estim"
VAE,model,latent space,data,generates,1,1,high,trained to encode ground-truth depth images from simulation into a latent space
latent space,data,RL policy,model,transfers_to,1,1,high,serves as input to a reinforcement learning (RL) policy
encoder refinement,model,stereo depth images,data,adapts,1,1,high,the encoder is refined to align stereo depth images with this latent space
stereo depth image,data,policy transfer,model,enables,1,1,high,enabling direct policy transfer without fine-tuning
depth estimation,model,success rate,outcome,improves,1,1,high,nearly doubles the obstacle avoidance success rate when switching from ground-truth to stereo depth input
isaacgym stereo data,data,photorealistic simulator,model,transfers_to,1,1,high,successful transfer to the photo-realistic simulator AvoidBench using only IsaacGym-generated stereo data
real-world evaluations,outcome,depth-based navigation,outcome,improves,1,1,high,enabling robust and generalizable depth-based navigation across diverse domains
gaze prompt,interface,segmentation quality,outcome,correlates,1,1,medium,gaze-based prompts offer a time-efficient interaction approach with slightly lower segmentation quality
massive parallel sampling,data,state prediction errors,outcome,reduces,1,1,high,"SPI-Active robustly identifies key physical parameters through massive parallel sampling, minimizing state prediction er"
SAM,model,generalization across tasks,outcome,improves,1,1,high,This targeted exploration leads to accurate identification and better generalization across diverse tasks.
biased data,problem,overfitting on non-causal attributes,outcome,correlates,1,1,high,"trained on biased datasets, leading to the possibility of overfitting on non-causal image attributes"
dataset alignment,data,semantic matching,model,enables,1,1,high,common solution is to perform dataset alignment through generative reconstruction
pixel-wise depth,adaptation,domain gap,problem,generates,1,1,high,pixel-level alignment alone is insufficient... frequency-level misalignment
CT scan,data,high-frequency details,problem,correlates,1,1,high,reconstructed images still suffer from frequency-level misalignment
dual data alignment,model,aligns pixel and frequency domains,adaptation,improves,1,1,high,"we propose Dual Data Alignment (DDA), which aligns both the pixel and frequency domains"
detector trained on MSCOCO,model,improve across diverse benchmarks,outcome,enables,1,1,high,detector trained exclusively on DDA-aligned MSCOCO could improve across 8 diverse benchmarks
eye gaze,interface,interactive segmentation,model,enables,1,1,high,we introduce eye gaze as a novel informational modality for interactive segmentation
active exploration,data,Fisher Information,data,improves,1,1,medium,we introduce an active exploration strategy that maximizes the Fisher Information of the collected real-world trajectori
SAM,model,sensitive segmentations,outcome,improves,1,1,high,SAM with relatively few point prompts...dramatically improve rhizotron image processing
prompt points,data,associated segmentations,outcome,enables,1,1,high,generate associated segmentations
SAM,model,integration with SAM,interface,enables,1,1,high,direct integration with the segment-anything package
sam2,model,few-shot segmentation,outcome,enables,1,1,high,SAM2 offers both strong segmentation capabilities and a built-in feature matching process.
SAM,model,semantic structure,data,correlates,1,1,medium,SAM2 already encodes rich semantic structure in its features.
semantic structure,data,task-specific adaptation,adaptation,generates,1,1,medium,makes this latent structure explicit.
pre-trained SAM,model,domain-invariant relation,data,requires,1,1,high,existing PEFT methods for SAM neglect the domain-invariant relations encoded in the pre-trained model.
domain-invariant relation,data,knowledge transfer process,model,generates,1,1,high,we formulate the knowledge transfer process as two novel mutual information-based objectives.
knowledge transfer process,model,mutual information,model,improves,1,1,high,maximize mutual information between the relational knowledge learned by the teacher and the student.
YOPO-Rally,model,multiple trajectories,outcome,improves,1,1,high,outputs multiple trajectory candidates with costs
context-aware prompt adapter,model,better tokens,model,improves,1,1,high,achieve better prompt tokens via incorporating global-local features.
High-Fidelity Mask Decoder,model,image segmentation,outcome,improves,1,1,high,tackle the hazard objects with fine structure in complex background.
ele-40k benchmark,data,training models,model,enables,1,1,high,"construct the ELE-40K benchmark, the first large-scale and real-world dataset."
sim-to-real gap,problem,synthetic data,data,solves,1,1,high,the sim-to-real gap remains a major obstacle to scalability.
transfer learning,model,synthetic data,data,generates,1,1,high,RoboTransfer...synthesizing robotic data.
synthetic data,data,unseen scenarios,outcome,improves,1,1,high,"policies trained on this synthetic data exhibit enhanced generalization to novel, unseen scenarios."
transfer learning,model,geometric consistency,adaptation,improves,1,1,high,RoboTransfer ensures multi-view geometric consistency.
synthetic data,data,policy training,model,enables,1,1,high,policies trained on this synthetic data exhibit enhanced generalization.
pre-trained diffusion models,model,data augmentation,data,enables,1,1,high,synthetic data augmentation using diffusion-based generative models has emerged as a promising solution
infosam,model,SAM performance,outcome,improves,1,1,high,Extensive experiments across diverse benchmarks validate InfoSAM's effectiveness in improving SAM family's performance o
pretraining,model,photo-realistic scene variants,data,generates,1,1,high,generate infinite unique photo-realistic scene variants that adhere to real-world semantics
public dataset,data,dynamic scenes and manipulatable objects,problem,solves,1,1,high,"covers dynamic scenes and manipulatable objects, facilitating both real-to-sim and sim-to-real robotic applications"
SAM,data,training and evaluation,outcome,improves,1,1,high,"enhances the realism of navigation tasks, the training and the evaluation of open-vocabulary object navigation agents"
SAM,data,evaluate with state-of-the-art baselines,outcome,enables,1,1,medium,evaluate them along with state-of-the-art baselines on SD-OVON-3k
self-supervised learning,model,limited labeled data,data,enables,1,1,high,models must learn efficiently from limited labeled data.
PolyCL,model,context-aware features,model,generates,1,1,high,PolyCL learns and transfers context-aware discriminant features useful for segmentation.
sam,model,accuracy of predicted masks,outcome,improves,1,1,high,improves the accuracy of predicted masks using bounding box prompts.
bounding box prompts,interface,predicted masks,outcome,enables,1,1,medium,bounding box prompts derived from coarse outputs.
PolyCL,model,foundation model,outcome,outperforms,1,1,high,PolyCL outperforms fully-supervised and self-supervised baselines.
geometric prompt generator,model,prompt points,data,generates,1,1,high,geometrically motivated prompt generator to produce prompt points that are colocated with particular features
single input RGB image,problem,collision-free policy model,model,generates,1,1,high,"constructing a policy model for collision-free motion generation, consistent with the environment"
pseudo-labels,data,accuracy of semantic segmentation model,outcome,improves,1,1,high,the accuracy of the semantic segmentation model depends on the quality of the pseudo labels
pseudo-labels,data,enhanced labels,data,transfers_to,1,1,high,use them as enhanced labels to train a semantic segmentation model
UniMatch,model,accuracy of pseudo labels,outcome,improves,1,1,high,improve the accuracy of the pseudo labels using the Unified Dual-Stream Perturbations Approach (UniMatch)
labeled data,data,in-domain performance,outcome,improves,1,1,high,higher-quality labels improve in-domain performance
pseudo-labeled CT datasets,data,"models like nnU-Net, TotalSegmentator, and MedSAM",model,generates,1,1,high,"multiple pseudo-labeled versions of CT datasets, generated by models like nnU-Net, TotalSegmentator, and MedSAM"
label quality,data,transfer,adaptation,transfers_to,1,1,medium,models rather transfer general concepts than detailed annotations
dann,model,diagnostic performance,outcome,improves,1,1,high,incorporating domain adaptation significantly improves the diagnostic performance
dann,model,baseline CNN,model,integrates_with,1,1,high,applying DANN to a baseline CNN model improves its accuracy
contrastive learning,model,task-related indicators,adaptation,transfers_to,1,1,medium,transfers context-aware discriminant features useful for segmentation from an innovative surrogate.
insufficient prompts,problem,under-parameterized models,model,correlates,1,1,medium,"traces the root of uncertainty back to under-parameterised models, insufficient prompts or image ambiguities."
usam,model,enhanced semi-supervised pipelines,interface,enables,1,1,medium,"can support user-prompting, enhance semi-supervised pipelines."
web images,data,soft tissue manipulation,model,enables,1,1,high,extracting human grasp information from web images since they depict natural and functional object interactions
web images,data,grasp dataset,data,improves,1,1,high,expand the grasp dataset for seen and unseen objects
grasping policy,model,physically feasible grasps,data,generates,1,1,high,generate physically feasible grasps while preserving functionality
simulator-augmented data,data,success rate,outcome,improves,1,1,high,further boosts performance from 61.8% to 83.4%
sim-to-real transfer,adaptation,success rate,outcome,improves,1,1,high,achieves a 85% success rate
low-quality HOI data,data,soft tissue manipulation,model,enables,1,1,medium,can effectively train a functional grasping model
SAM,model,segmentation-based features,data,enables,1,1,high,utilize the SAM image encoder as a feature extractor to capture segmentation-based features
degradation dataset,data,training,adaptation,requires,1,1,high,constructing a multi-tuple degradation dataset during training
SAM,model,attention weights,data,generates,1,1,medium,compute spatially localized attention weights for the feature maps
attention weights,data,classification model,model,transfers_to,1,1,medium,integrated into deep learning classification models
models,model,classification performance,outcome,improves,1,1,high,improving classification performance
prompt bias,model,generalization issues,model,correlates,1,1,high,the prompt bias is the primary cause of the generalization issues
irrelevant factors,model,generalization issues,model,correlates,1,1,high,this bias is closely tied to the task-irrelevant generating factors
CPC-SAM,model,accurate OVMS,outcome,improves,1,1,high,"we propose CPC-SAM, a Causal Prompt Calibration method for SAM to achieve accurate OVMS"
tacit knowledge capture,model,calibration,model,defines,1,1,high,"we define it as the causal prompt, serving as the goal of calibration"
CPC-SAM,model,segmentation loss,model,reduces,1,1,high,CaPL is optimized by minimizing the cumulative segmentation loss across the reweighted prompts
domain generalization,model,causal prompts,model,enables,1,1,high,enforcing causal multi-distribution consistency in both task and entity levels
SAM,model,SLCA,model,integrates_with,1,1,medium,propose a novel Spatially Localized Channel Attention (SLCA) mechanism
AMO performance,outcome,autonomous task execution,interface,supports,1,1,high,AMO's consistent performance supports autonomous task execution via imitation learning.
trajectory optimization,model,superior performance,outcome,improves,1,1,high,demonstrating superior stability and an expanded workspace compared to strong baselines.
Depth Anything Model,model,high-quality depth maps,data,generates,1,1,high,introduce the Depth Anything Model to generate high-quality depth maps
Depth Anything Model,model,multi-modal gaps,problem,solves,1,1,high,effectively alleviates the multi-modal gaps in the current datasets
decoupled attention module,model,modal consistency,data,explores,1,1,medium,explore the consistency within and between modalities
dual information representation module,model,enlarged feature space,data,improves,1,1,high,enlarge the limited feature space generated by the lightweight backbones
dual feature aggregation module,model,aggregated texture and saliency features,data,improves,1,1,high,design a Dual Feature Aggregation Module (DFAM) in the decoder to aggregate texture and saliency features
SAM,model,lightweight framework,outcome,achieves,1,1,high,achieves a lightweight framework with 5.2 M parameters and 415 FPS
SAM,model,excels state-of-the-art,outcome,improves,1,1,high,the proposed SATNet excels state-of-the-art (SOTA) CNN-based heavyweight models
usam,model,superior performance,outcome,improves,1,1,high,"demonstrates superior predictive capabilities on the SA-V, MOSE, ADE20k, DAVIS, and COCO datasets."
post-training quantization,model,computational overhead,problem,reduces,1,1,high,practical approach for reducing computational overhead
fixed bit-width quantization,model,suboptimal accuracy,problem,correlates,1,1,high,leading to suboptimal accuracy and efficiency
confidence map,model,optimal parameters of each layer,model,enables,1,1,high,introduce a layer-wise importance score to quantify each layer's contribution
cross-layer synergy,model,feature propagation,model,improves,1,1,high,capture dependencies between adjacent layers...preventing abrupt precision mismatches
integer quadratic programming,model,parameter-efficient fine-tuning,model,generates,1,1,high,formulate an Integer Quadratic Programming (IQP) problem to determine optimal bit-width allocation
mix-qsam,model,average precision,outcome,improves,1,1,high,Mix-QSAM consistently outperforms existing PTQ methods...achieving up to 20% higher average precision
mix-qsam,model,computational efficiency,outcome,maintains,1,1,high,while maintaining computational efficiency
sam,model,uncertainty quantification,model,enables,1,1,high,quantifying the uncertainty of SAM is of particular interest.
uncertainty quantification,model,SAM,model,generates,1,1,high,presents a theoretically motivated uncertainty quantification model based on a Bayesian entropy formulation.
SAM,model,resource-constrained devices,problem,requires,1,1,high,high computational and memory demands make deployment on resource-constrained devices challenging
SAM,model,improvements in accuracy,outcome,generates,1,1,high,achieves substantial improvements in accuracy and efficiency.
incomplete metric information,data,depth annotation,outcome,enables,1,1,high,"generating accurate, dense, and detailed metric depth maps for any scene."
depth estimation,data,narrow domain gap,adaptation,improves,1,1,high,effectively narrows the domain gap between prior patterns.
coarse-to-fine pipeline,model,depth annotation,outcome,enables,1,1,high,we design a coarse-to-fine pipeline to progressively integrate the two complementary depth sources.
pixel-wise depth,model,fill diverse metric priors,data,enables,1,1,high,introduce pixel-level metric alignment and distance-aware weighting to pre-fill diverse metric priors.
monocular depth estimation,model,refine depth prior noise,data,improves,1,1,high,develop a conditioned monocular depth estimation (MDE) model to refine the inherent noise of depth priors.
zero-shot generalization,model,performance comparison,outcome,improves,1,1,high,"showcases impressive zero-shot generalization across depth completion, super-resolution, and inpainting."
generators,data,articulated assets,data,enables,1,1,high,"generating realistic, procedurally generated articulated assets for robotics simulation."
articulated assets,data,object segmentation,outcome,improves,1,1,high,assets sampled from these generators are effective for movable object segmentation.
human demonstration videos,data,manipulation policies,model,enables,1,1,high,scalable way to train robot manipulation policies
imitation learning policies,model,sim-to-real,adaptation,enables,1,1,high,sim-to-real transfer of imitation learning policies.
context mismatch,problem,digital twin reliability,outcome,undermines,1,1,high,persistent discrepancies between simulations and real systems--known as the reality gap--undermine their reliability.
domain gap,model,continuous calibration,adaptation,enables,1,1,high,we propose a Reality Gap Analysis (RGA) module for DTs that continuously integrates new sensor data.
RGA module,model,context inference,outcome,improves,1,1,high,to improve context inference and preserve physical consistency.
public dataset,data,timely detection of out-of-sync states,adaptation,requires,1,1,high,"demanding structured information flow, timely detection of out-of-sync states."
domain-adversarial deep learning,model,physical consistency,outcome,preserves,1,1,high,most domain adaptation techniques still lack such constraints.
high-quality data generation,data,robust monocular depth estimation,model,enables,1,1,high,we present a robust monocular depth estimation method called ACDepth from the perspective of high-quality training data 
one-step diffusion model,model,samples simulating adverse weather,data,generates,1,1,high,we introduce a one-step diffusion model for generating samples that simulate adverse weather conditions
LoRA adapters,model,diffusion model weights,model,fine-tunes,1,1,high,we employ LoRA adapters to fine-tune the generation weights of diffusion model
articulated assets,data,reinforcement learning policies,outcome,enables,1,1,high,training generalizable reinforcement learning policies.
object motion,data,centric rewards,model,generates,1,1,high,define object-centric rewards
object-centric rewards,model,RL policy,model,improves,1,1,high,used to train a reinforcement learning (RL) policy
reinforcement learning,model,image-conditioned diffusion policy,model,transfers_to,1,1,high,distilled into an image-conditioned diffusion policy
online domain adaptation,adaptation,real and synthetic data sets,data,aligns,1,1,high,aligns real and simulated observations during deployment
X-Sim,model,task performance,outcome,improves,1,1,high,improves task progress by 30% on average
user feedback,problem,redundant corrections,outcome,correlates,1,1,high,reducing annotation effort by refining predictions through user feedback
MAIS,model,task-related indicators,adaptation,enables,1,1,high,"introducing MAIS, a Memory-Attention mechanism for Interactive Segmentation"
MAIS,model,efficient and accurate refinements,outcome,improves,1,1,high,achieving more efficient and accurate refinements
user interaction,data,state-of-the-art performance,outcome,enables,1,1,high,achieve state-of-the-art performance using user clicks and prior masks as prompts
memory mechanism,model,long-term tracking,outcome,improves,1,1,high,ensuring consistent long-term tracking.
custom Mujoco simulation,data,deep reinforcement learning agent,model,generates,1,1,high,a comprehensive sim-to-real pipeline for autonomous strawberry picking
RL agent,model,real-world environment,adaptation,transfers_to,1,1,high,demonstrating promising performance in both simulation and in a real laboratory environment
domain randomization techniques,data,low-level control,interface,integrates_with,1,1,medium,integrates domain randomization techniques
low-level control with high-level perception,interface,successful performance,outcome,enables,1,1,medium,laying the groundwork for successful transfer to real-world autonomous fruit harvesting
source model,model,feature aggregation,model,generates,1,1,high,the source model is first trained in a feature aggregation phase
box prompt search,adaptation,class-wise features,data,adapts,1,1,medium,expand the box prompt with the guidance of the target model feature
labeled data,data,overconfident prediction,model,reduces,1,1,medium,remove the potentially enlarged false positive regions caused by the over-confident prediction of the target model
segment anything model 2,model,text-guided medical image segmentation,outcome,enables,1,1,high,enhancing surgical quality and patient outcomes.
cross-modal spatial-temporal Mamba,model,detection and segmentation results,outcome,generates,1,1,high,generate precise detection and segmentation results.
initial frame selection strategy,model,tracking frame,adaptation,enables,1,1,high,identifies the reliable frame for the subsequent tracking.
MAIS,model,imaging modalities,adaptation,transfers_to,1,1,medium,enhances ViT-based segmentation across diverse imaging modalities
foundation models,model,segmentation reliability,outcome,improves,1,1,high,"improving the performance of base foundation models, with particularly significant gains"
safe click,model,segmentation process,adaptation,transfers_to,1,1,high,transforms the segmentation process from a prompt-dependent operation
expert layer,model,feature representations,data,generates,1,1,high,generates diverse feature representations through specialized transformer modules
consensus reasoning layer,model,adaptive integration,adaptation,enables,1,1,high,performs cross-referencing and adaptive integration of these features
imperfect user inputs,problem,segmentation accuracy,outcome,reduces,1,1,high,capable of producing accurate results despite imperfect user inputs
reasoning,model,semantic priors,data,generates,1,1,high,"interprets medical report into structured semantic priors (location, texture, shape)"
structured semantic prior,data,SAM,model,adapts,1,1,high,these priors modulate the SAM backbone
SAM,model,sensitivity,outcome,improves,1,1,high,greatly improving sensitivity to small lesions
structured semantic prior,data,inter-class confusion,model,reduces,1,1,high,disentangles inter-class confusion
semantic segmentation,model,navigation policies,outcome,improves,1,1,high,enhance the agent's perception and decision-making capabilities
PicoSAM2,model,real-time segmentation,outcome,enables,1,1,high,"efficient, promptable segmentation is feasible directly on-camera"
knowledge distillation,model,LVIS performance,outcome,improves,1,1,high,Distillation boosts LVIS performance by +3.5% mIoU and +5.1% mAP
depthwise separable U-Net,model,lightweight model,data,generates,1,1,medium,"a lightweight (1.3M parameters, 336M MACs) promptable segmentation model"
PicoSAM2,model,privacy-preserving vision,outcome,enables,1,1,high,enabling privacy-preserving vision without cloud or host processing
fixed-point prompt encoding,model,learning from SAM,adaptation,integrates_with,1,1,medium,fixed-point prompt encoding to learn from the Segment Anything Model 2 (SAM2)
SAM,model,pseudo-masks,data,generates,1,1,high,the proposed model leveraged the memory mechanism of SAM2 to generate pseudo-masks
pseudo masks,data,bounding boxes,data,generates,1,1,high,used these pseudo-masks to automatically generate bounding boxes
LoRA,model,domain shift,adaptation,mitigates,1,1,high,a low-rank adaptation (LoRA) strategy was adopted to mitigate the domain shift issue
pseudo masks,data,local features,model,enhances,1,1,high,enhance localized feature extraction by guiding attention to relevant areas
medseg-r,model,large Dice improvements,outcome,generates,1,1,high,produces large Dice improvements in overlapping and ambiguous structures
relevant keypoints,data,optimal policies,outcome,improves,1,1,high,chosen keypoints are predictive of optimal behavior
pre-trained visual modules,model,policy transfer,adaptation,enables,1,1,high,effectively encodes states and transfers policies
keypoint representations,data,robustness,outcome,improves,1,1,high,significantly improve robustness to visual disturbances
penalty-based model,model,gradient accuracy,outcome,improves,1,1,high,substantially improve gradient accuracy
time integration,model,gradient accuracy,outcome,improves,1,1,high,substantially improve gradient accuracy
contacts from distance,model,pre-contact gradients,data,generates,1,1,high,obtain informative pre-contact gradients
penalty-based simulation,model,physical realism,outcome,enables,1,1,high,retaining physical realism
synthetic data,data,few-shot manipulation,problem,enables,1,1,high,"Learning real-world robotic manipulation is challenging, particularly when limited demonstrations are available."
controlvla,model,centric representations,adaptation,transfers_to,1,1,high,"we propose ControlVLA, a novel framework that bridges pre-trained VLA models with object-centric representations."
zero-shot models,model,gain,outcome,improves,1,1,high,zero-shot models trained solely on synthetic data obtain a 228% gain.
controlvla,model,success rate,outcome,improves,1,1,high,our method achieves a 76.7% success rate while requiring only 10-20 demonstrations.
object-centric conditions,adaptation,pre-trained policies,model,adapts,1,1,high,to introduce object-centric conditions without overwriting prior knowledge.
controlvla,model,long-horizon task extensibility,outcome,improves,1,1,medium,Additional experiments highlight ControlVLA's extensibility to long-horizon tasks.
public dataset,data,current data sources,data,requires,1,1,high,method for acquiring a complementary regional dataset that covers areas beyond current sources
extensive experiments,data,generalization capabilities,outcome,evaluates,1,1,high,assess segmentation accuracy and evaluate the generalization capabilities
synthetic data generation,data,bimanual manipulation,outcome,enables,1,1,high,Simulation-based data synthesis has emerged as a powerful paradigm for advancing real-world robotic manipulation.
RoboTwin 2.0,data,realistic data,data,generates,1,1,high,"we present RoboTwin 2.0, a scalable framework for automated, large-scale generation of diverse and realistic data."
structured domain randomization,adaptation,data diversity,data,improves,1,1,high,RoboTwin 2.0 applies structured domain randomization... enhancing data diversity and policy robustness.
RoboTwin 2.0,data,task-level execution,model,generates,1,1,high,we design an expert data synthesis pipeline... to automatically generate task-level execution code.
controlvla,model,efficient fine-tuning,adaptation,enables,1,1,high,"ControlVLA zero-initializes a set of projection layers, allowing them to gradually adapt the pre-trained manipulation po"
synthetic data generation,data,public datasets,data,augments,1,1,high,These synthetic pairs augment real datasets for supervised fine-tuning.
synthetic data generation,data,SAM,model,requires,1,1,high,supervised fine-tuning of the Segment Anything Model (SAM).
diffusion models,model,synthetic data,data,generates,1,1,high,using diffusion models to generate synthetic fetal head ultrasound images.
synthetic medical images,data,state-of-the-art performance,outcome,improves,1,1,high,this approach reaches state-of-the-art fetal head segmentation.
limited number of image-mask pairs,data,state-of-the-art performance,outcome,enables,1,1,high,especially when trained with a limited number of real image-mask pairs.
large annotated datasets,problem,reliance on manual annotations,model,correlates,1,1,high,performance of these methods heavily relies on large-scale annotated datasets
deep learning-based segmentation,model,automated kidney measurements,outcome,improves,1,1,high,"real-time (RT) automated kidney volumetric measurements, which are essential for clinical assessment"
augmented reality,interface,usability of ultrasound,outcome,enhances,1,1,high,AR enhances the usability of US by projecting the display directly into the clinician's field of view
automated measurement,outcome,image interpretation,outcome,enables,1,1,high,This automation allows clinicians to concentrate on image interpretation rather than manual measurements
sam,model,zero-shot inference,outcome,enables,1,1,high,"SAM and SAM 2 achieving scores of up to 0.894 and 0.893, respectively"
open kidney dataset,data,accuracy,outcome,evaluates,1,1,medium,We evaluate RT feasibility and accuracy using the Open Kidney Dataset
Grounding DINO,model,object segmentation,outcome,enables,1,1,high,propose a prompt-driven vision-language model that integrates Grounding DINO with SAM2 to enable object segmentation
LoRA,model,Grounding DINO,model,adapts,1,1,high,using Low Rank Adaptation (LoRA) to the ultrasound domain
15 public ultrasound datasets,data,fine-tuning,model,requires,1,1,high,datasets were divided into 15 for fine-tuning and validation
fine-tuning,model,performance in unseen distributions,outcome,improves,1,1,high,evaluate performance in unseen distributions
VLMs,model,scalable ultrasound image analysis,outcome,enables,1,1,high,promise of VLMs in scalable and robust ultrasound image analysis
strong performance on unseen data,outcome,reducing dependence on large annotated datasets,outcome,improves,1,1,medium,maintaining strong performance on unseen datasets without additional fine-tuning
mixed training,adaptation,domain gap,problem,solves,1,1,high,these strategies have been shown to mitigate the domain gap.
mixed training,adaptation,generalizability and robustness,outcome,improves,1,1,medium,a systematic evaluation of their generalizability and robustness across various tasks.
AR,interface,cognitive load,outcome,reduces,1,1,high,improving ergonomics and reducing the cognitive load associated with screen-to-patient transitions
fine-tuning SAM and MedSAM,model,point prompt performance improvement,outcome,improves,1,1,high,substantial and show promise for future investigation
labeled data,problem,image segmentation,outcome,reduces,1,1,high,impracticality of providing highly accurate prompts to the models
limited labeled data,problem,image segmentation,model,solves,1,1,high,current methods face major challenges in clinical applications due to limited annotated data
PathSegmentor,model,semantic segmentation,interface,enables,1,1,high,users can perform semantic segmentation using natural language prompts
PathSegmentor,model,higher accuracy,outcome,improves,1,1,high,PathSegmentor outperforms specialized models with higher accuracy
PathSegmentor,model,interpretability of diagnostic models,outcome,enhances,1,1,high,outputs enhance the interpretability of diagnostic models through feature importance estimation
PathSeg,data,image segmentation,model,requires,1,1,high,"we also introduce PathSeg, the largest and most comprehensive dataset for pathology segmentation"
PathSegmentor,model,evidence-based clinical support,outcome,improves,1,1,high,offering pathologists evidence-based support for clinical decision-making
source-free method,model,performance comparable to source-dependent methods,outcome,improves,1,1,high,achieves performance comparable to source-dependent methods
sim-to-real gap,problem,data acquisition scalability,outcome,reduces,1,1,high,the challenge of bridging the sim-to-real gap remains.
motion-aware cross-modal memory attention,model,task-related indicators,outcome,improves,1,1,high,enhance temporal consistency and long-horizon feature retrieval
concise,data,pseudo-labels,data,generates,1,1,high,generates camera-LiDAR aligned pseudo-labels
concise,data,human annotation,outcome,reduces,1,1,high,orders of magnitude faster than human annotation
VFM-driven video masklets,data,semantic fidelity,model,integrates_with,1,1,medium,preserving VFM-derived semantic fidelity in point cloud representations
large-scale data,data,robot manipulation policies,outcome,enables,1,1,high,"significant progress, driven by large-scale demonstration data across diverse environments."
editable video simulation framework,model,photorealistic simulations,data,generates,1,1,high,"RoboPearls enables the construction of photo-realistic, view-consistent simulations from demonstration videos."
3d gaussian splatting,model,photorealistic simulations,data,enables,1,1,high,"Built on 3D Gaussian Splatting (3DGS), RoboPearls enables the construction of photo-realistic."
synthetic data,interface,user-friendly manner,outcome,improves,1,1,high,automates the simulation production process in a user-friendly manner.
vision-language model,model,performance enhancement,outcome,improves,1,1,high,analyze robotic learning issues to close the simulation loop for performance enhancement.
synthetic data,data,controlled environments,model,enables,1,1,high,existing simulation platforms enable controlled environments for robotic learning.
camera features,data,3D anatomical model,model,enables,1,1,high,align camera and LiDAR features in a shared 3D space
GaRA-SAM,model,IoU score improvement,outcome,improves,1,1,high,surpasses the previous best IoU score by up to 21.3%p on ACDC.
GaRA,model,input-aware robustification,model,enables,1,1,high,fine-grained and input-aware robustification to precisely address the input corruption.
high-quality assets,data,sim-to-real,adaptation,enables,1,1,high,high-quality digital assets to bridge the sim-to-real gap
artificial vision,data,training models,model,improves,1,1,high,ArtVIP ensures visual realism through precise geometric meshes
artificial vision,data,photorealistic rendering,model,enables,1,1,high,ArtVIP ensures visual realism through precise geometric meshes
artificial vision,data,physical fidelity,model,enables,1,1,high,physical fidelity is achieved via fine-tuned dynamic parameters
feature-map visualization,data,demonstrate method effectiveness,outcome,evaluates,1,1,medium,Feature-map visualization and optical motion capture are employed to quantitatively demonstrate
artificial vision,data,robot learning research,outcome,improves,1,1,high,"ArtVIP is fully open-source, benefiting the research community and advancing robot learning research"
3d gaussian splatting,data,synthetic data,data,generates,1,1,high,introduce a novel pipeline for generating realistic synthetic data
adaptive boosting,model,task-related indicators,data,generates,1,1,high,automatically select keypoints in a task-driven manner
synthetic data,data,generalization across semantic classes,adaptation,enables,1,1,high,models can generalize across semantic classes
virtual environment,data,LiDAR specifications,data,adapts,1,1,medium,allows changing the LiDAR specifications without incurring additional costs
input discrepancy,problem,SAM,data,solves,1,1,high,input-level discrepancy caused by channel mismatches between natural and medical images
iou-guided multi-scale adaptation,model,semantic alignments,adaptation,improves,1,1,high,"leverage SAM's intrinsic IoU scores to enforce high output confidence, dual-scale prediction consistency"
SAM,model,Dice improvements,outcome,generates,1,1,high,"achieving significant Dice improvements (i.e., average 4.8% and 7.4% gains over MedSAM and SAM-Med2D)"
textual guidance,data,semantic regions,model,enables,1,1,high,integrates textual guidance to improve segmentation of such challenging objects.
semantic regions,model,segmentation accuracy,outcome,improves,1,1,high,"Talk2SAM consistently outperforms SAM-HQ, achieving up to +5.9% IoU."
CLIP-based embeddings,data,DINO feature space,model,transfers_to,1,1,medium,features serve as additional prompts for SAM-HQ.
user segmentation,interface,object disambiguation,outcome,enables,1,1,high,"Talk2SAM allows user-controllable segmentation, enabling disambiguation of objects."
synthetic data,data,segmentation models,model,evaluates,1,1,high,evaluated the impact of synthetic data on segmentation models
virtual environment,data,real-world environments,adaptation,requires,1,1,high,generalize to real-world environments due to domain adaptation issues
public dataset,data,semantic segmentation-aware models,model,enables,1,1,high,newly curated dataset designed for training semantic segmentation-aware navigation models
semantic segmentation,model,domain gap,adaptation,mitigates,1,1,high,effectiveness of semantic segmentation in mitigating the sim-to-real gap
robust navigation policies,model,success rates,outcome,improves,1,1,high,"SEMNAV outperforms existing state-of-the-art VSN models, achieving higher success rates"
